company_name,category_name,status_name,country,state_code,founding_date,funding_type,funded_at,funding_amount
ario-data-networks,hardware,operating,USA,CA,2000-01-01,venture,2005-04-01,5050000
therightapi,software,operating,USA,TX,2010-10-12,angel,2012-10-31,425000
adventrx-pharmaceuticals,biotech,operating,USA,CA,,venture,2011-01-07,22500000
maxtradein-com,automotive,operating,USA,IN,2011-09-04,angel,2012-12-01,550000
narrative-science,analytics,operating,USA,IL,2010-01-01,other,2013-04-05,550000
kontera,advertising,operating,USA,CA,,series-a,2006-07-01,7000000
synack,security,operating,USA,MA,2013-01-01,series-a,2013-08-01,1500000
prodea-systems,software,operating,USA,TX,2006-05-01,venture,2009-11-17,2200000
assia,software,operating,USA,CA,2003-01-01,series-c+,2011-09-01,20000000
extricom,network_hosting,operating,USA,NY,,series-c+,2006-10-26,12000000
benson-hill-biosystems,biotech,operating,USA,NC,2012-01-01,other,2013-01-04,300000
american-stem-cell,biotech,operating,USA,CA,2005-01-01,venture,2009-07-15,2500000
tyrx-pharma,biotech,operating,USA,NJ,,venture,2010-12-08,20000000
metis-secure-solutions,enterprise,operating,USA,PA,2008-01-01,angel,2013-07-08,500000
eucalyptus-systems-inc,enterprise,operating,USA,CA,2009-01-01,series-c+,2012-04-18,30000000
mokafive,enterprise,operating,USA,CA,2005-01-01,series-c+,2010-04-02,21000000
signostics,biotech,operating,USA,CA,2005-01-01,series-b,2010-04-07,5000000
articulate-technologies,medical,operating,USA,CA,2007-01-01,other,2010-02-12,410000
legend3d,advertising,operating,USA,CA,,series-c+,2011-12-12,19000000
blazent,enterprise,operating,USA,CA,2000-09-01,venture,2009-07-09,4500000
autobike,automotive,operating,USA,MI,2011-01-01,other,2012-11-01,10000
row-sham-bow,games_video,operating,USA,FL,,other,2013-04-30,800000
fivestars,advertising,operating,USA,CA,,angel,2011-01-01,150000
playfirst,games_video,operating,USA,CA,2004-09-30,other,2013-04-25,2020000
mednetworks,analytics,operating,USA,MA,2010-08-09,series-a,2010-08-09,5000000
listedplaces,travel,closed,USA,NY,2011-03-13,angel,2011-01-01,20000
credit-sesame,finance,operating,USA,CA,2010-04-01,series-a,2010-04-29,1200000
instamour,mobile,operating,USA,PA,2013-02-06,private-equity,2013-02-06,10000
8dworld,games_video,operating,USA,MA,,series-a,2008-03-01,7000000
ridemakerz,ecommerce,operating,USA,MO,2006-06-01,series-a,2007-06-01,10000000
relayrides,web,operating,USA,CA,2008-11-01,series-c+,2011-07-07,6591448
activepath,finance,operating,USA,NY,2007-01-01,series-b,2011-09-19,10000000
crescendo-bioscience,biotech,operating,USA,CA,2002-01-01,series-c+,2011-09-08,56000000
rallyhood,social,operating,USA,TX,2010-01-01,series-a,2013-07-08,1700000
sampa,web,closed,USA,WA,2005-03-01,angel,2008-04-02,1000000
altarock-energy,cleantech,operating,USA,WA,2007-01-01,series-b,2008-08-01,26250000
cornerstone-pharmaceuticals,biotech,operating,USA,NJ,2000-01-01,venture,2008-12-15,6000000
mixercast,web,closed,USA,CA,,series-b,2008-01-01,6000000
auction-com,real_estate,operating,USA,CA,2007-01-01,angel,2012-08-17,50000
kloudnation,enterprise,operating,USA,TX,2009-12-01,series-a,2012-06-17,2000000
powerwise-holdings,hardware,operating,USA,FL,2006-01-01,venture,2013-03-28,536100
actividentity,enterprise,acquired,USA,CA,1985-01-01,venture,2009-12-29,5422959
rocketlawyer,legal,operating,USA,CA,2008-08-27,series-b,2009-01-08,2100000
lilliputian-systems,hardware,operating,USA,MA,2002-01-01,series-b,2011-06-22,11000000
medl-mobile,mobile,ipo,USA,CA,2009-03-01,post-ipo,2011-01-01,2500000
principia-biopharma,biotech,operating,USA,CA,,series-a,2012-10-29,12500000
stitch-fix,ecommerce,operating,USA,CA,2011-02-01,series-a,2013-02-28,4750000
knowledge-adventure,games_video,operating,USA,CA,1989-01-01,series-c+,2013-01-10,26800000
control4,hardware,ipo,USA,UT,2003-01-01,venture,2009-07-08,17300000
gi-dynamics,biotech,operating,USA,MA,2003-01-01,private-equity,2011-09-15,37504548
glasspoint-solar,cleantech,operating,USA,CA,2008-05-01,series-a,2010-09-23,3500000
crowdhall,web,operating,USA,NV,2012-02-01,angel,2012-09-01,70000
valueappeal,web,operating,USA,WA,2009-02-01,venture,2011-06-01,1600000
ovascience,biotech,operating,USA,MA,,series-b,2012-04-03,37000000
pharmagen,biotech,operating,USA,MD,,other,2013-06-28,63000
ubiquity-corporation,mobile,operating,USA,CA,,private-equity,2013-04-25,3291950
qwilt,software,operating,USA,CA,2010-01-01,series-c+,2013-07-29,16000000
noveda-technologies-inc,software,operating,USA,NJ,2006-01-01,private-equity,2011-09-13,5469646
contract-room,enterprise,operating,USA,FL,2012-02-01,angel,2012-01-01,375000
keepsafe,security,operating,USA,CA,2012-01-01,angel,2012-02-27,700000
ipling,mobile,operating,USA,CA,2007-01-01,angel,2008-03-01,300000
tmm-inc,photo_video,operating,USA,DE,1990-08-01,venture,2012-07-24,1206500
safeshot-technologies,health,operating,USA,CA,2011-01-01,series-a,2012-09-24,3000000
flatiron-apps,mobile,operating,USA,NY,2012-03-01,angel,2012-03-01,200000
luminary-micro,semiconductor,acquired,USA,TX,2004-01-01,series-a,2005-02-01,5000000
coffee-meets-bagel,web,operating,USA,NY,,angel,2012-09-26,600000
adaptivity,enterprise,operating,USA,NC,2007-01-01,series-a,2010-11-17,3000000
mavenir-systems,enterprise,operating,USA,TX,2005-01-01,series-c+,2011-05-30,40000000
open-silicon,semiconductor,operating,USA,CA,2003-01-01,series-c+,2005-09-27,15050000
grouptalent,software,operating,USA,WA,2011-03-01,angel,2013-02-14,1000000
artspace,ecommerce,operating,USA,NY,,series-b,2013-02-20,8500000
sibeam,mobile,acquired,USA,CA,2004-12-01,series-c+,2008-04-07,40000000
deeya-energy,cleantech,operating,USA,CA,2004-01-01,series-b,2008-01-07,15000000
rackwise,software,operating,USA,CA,,angel,2012-10-05,115000
rome-corporation,software,acquired,USA,TX,2001-01-01,series-b,2006-03-23,14000000
reval-com,software,operating,USA,NY,1999-01-01,venture,2009-08-26,16000000
little-red-wagon-technologies,mobile,operating,USA,MD,2001-01-01,angel,2011-11-16,60000
searchignite,advertising,operating,USA,NY,2004-01-01,series-a,2013-07-10,33994896
tva-medical,medical,operating,USA,TX,,series-a,2010-01-11,2600000
pure-storage,enterprise,operating,USA,CA,2009-09-01,series-a,2009-01-01,5000000
qualtr,hardware,operating,USA,MA,2008-01-01,series-a,2008-08-20,5000000
grouply,network_hosting,acquired,USA,CA,2006-03-01,series-a,2008-01-14,1300000
bmobilized,mobile,operating,USA,NY,,series-a,2012-05-02,1500000
dipity,web,operating,USA,CA,2007-04-12,angel,2007-09-01,900000
agilemesh,security,operating,USA,TX,2005-01-01,venture,2010-04-30,2000000
nanosolar,nanotech,operating,USA,CA,2002-01-01,series-a,2003-06-24,5000000
filmloop,web,closed,USA,CA,,series-b,2006-05-01,7000000
clearme,security,operating,USA,NY,2003-01-01,series-c+,2006-01-01,56000000
all-copy-products,hardware,operating,USA,CO,1975-01-01,venture,2005-03-28,750000
metratech,software,operating,USA,MA,1998-01-01,series-a,2012-09-16,30000000
inphase-technologies,hardware,operating,USA,CO,2000-12-01,series-c+,2005-05-01,32100000
getjar-networks,mobile,operating,USA,CA,2007-01-01,series-c+,2011-02-14,25000000
styky,mobile,operating,USA,PA,2003-12-01,angel,2007-01-01,100000
pivot3,hardware,operating,USA,TX,2003-01-01,series-b,2005-02-03,9000000
mobilisafe,mobile,acquired,USA,WA,2010-01-01,venture,2011-05-01,1200000
snapchat,messaging,operating,USA,CA,2011-05-01,series-a,2012-12-01,12500000
spaboom,ecommerce,operating,USA,NM,2005-08-01,series-b,2007-09-15,600000
prodea-systems,software,operating,USA,TX,2006-05-01,venture,2010-01-05,10000054
the-one-page-company,software,operating,USA,CA,2012-02-01,series-a,2012-04-01,1500000
elance,web,operating,USA,CA,1998-01-01,series-b,2000-09-26,50000000
trueffect,advertising,operating,USA,CO,,series-a,2012-05-24,2500000
the-runthrough,fashion,operating,USA,NY,2011-10-01,angel,2013-08-30,1200000
pernixdata,enterprise,operating,USA,CA,2012-01-01,series-b,2013-05-15,20000000
plandree,travel,operating,USA,RI,2012-09-10,angel,2012-12-20,50000
escapia,software,acquired,USA,WA,2000-01-01,venture,2006-10-04,2000000
skyscraper,advertising,operating,USA,CA,2012-01-01,angel,2012-12-03,500000
message-systems,software,operating,USA,MD,1997-01-01,series-a,2010-03-25,6000000
fundraise-com,web,operating,USA,MA,2011-01-01,angel,2011-08-01,1200000
synapsense,network_hosting,operating,USA,CA,2006-06-01,venture,2010-07-26,5000000
stemgent,biotech,operating,USA,MA,2008-01-01,other,2009-11-25,2700000
quantum-learning-technologies,games_video,operating,USA,MI,,venture,2010-01-04,1015100
plastic-jungle,ecommerce,operating,USA,CA,2006-11-01,series-c+,2010-11-18,10000000
nitropdf,software,operating,USA,CA,2005-01-01,venture,2012-04-03,3500000
instamed,medical,operating,USA,PA,2004-01-01,venture,2006-02-01,3000000
swapmob,games_video,operating,USA,MI,2011-11-14,angel,2013-07-25,1000000
softgate-systems,finance,operating,USA,NJ,1993-01-01,other,2012-05-14,7500000
pageflakes,web,acquired,USA,CA,2006-01-01,series-a,2006-05-01,1300000
gravitant,software,operating,USA,TX,2004-01-01,series-a,2012-08-30,3774999
think-finance,finance,operating,USA,TX,2001-01-01,other,2010-09-23,90000000
planeths,education,operating,USA,FL,2009-01-01,venture,2013-05-14,945000
gelato-fiasco,hospitality,operating,USA,ME,2007-01-01,angel,2012-08-10,550000
rave-wireless,mobile,operating,USA,NY,2004-11-01,series-b,2006-04-04,12000000
innroad-inc,software,operating,USA,NY,,series-a,2013-02-27,4645311
ecoinsight,software,operating,USA,GA,,angel,2011-10-19,800000
quantumid-technologies,enterprise,operating,USA,MA,,venture,2010-12-06,666582
hearo-fm,social,operating,USA,CA,2010-09-01,angel,2013-04-12,30000
ginzametrics,enterprise,operating,USA,CA,2010-05-01,angel,2011-10-01,1300000
circle-biologics,biotech,operating,USA,MN,,other,2012-10-25,616666
benestream,software,operating,USA,NY,2011-01-01,venture,2013-06-26,250000
libredigital,hardware,acquired,USA,TX,,series-b,2009-07-29,15000000
dtt-surveillance,hospitality,operating,USA,CA,1999-01-01,venture,2009-06-10,7000000
snugg-home,enterprise,operating,USA,CO,2010-04-01,angel,2010-12-01,155000
simplee,medical,operating,USA,CA,2010-01-01,series-a,2011-04-01,1800000
bell-biosystems,biotech,operating,USA,CA,2009-01-01,angel,2012-05-31,250000
digitalsmiths,software,operating,USA,NC,2006-01-01,venture,2006-10-13,1000000
packetvideo,software,acquired,USA,CA,1998-08-10,venture,2009-07-06,45500000
guest-of-a-guest,news,operating,USA,NY,,other,2013-08-27,560000
gold-coast-solar,cleantech,operating,USA,CA,2009-11-01,angel,2012-05-12,50000
champions-oncology,biotech,operating,USA,NJ,1985-01-01,angel,2012-02-13,8500
horse-sense-shoes,hardware,operating,USA,MN,2011-01-01,angel,2012-05-22,140000
placester,public_relations,operating,USA,MA,2010-01-01,series-a,2013-04-29,2500000
first-to-file,software,operating,USA,CA,1998-01-01,series-a,2009-12-28,418018
duo-security,security,operating,USA,MI,2010-01-01,series-a,2012-08-13,999997
trutouch-technologies,manufacturing,operating,USA,NM,2005-01-01,series-a,2011-01-12,2100000
basno,web,operating,USA,NY,,series-a,2013-07-02,1000000
vectormax,enterprise,operating,USA,NY,,venture,2012-01-30,65000
apogee-informatics,software,operating,USA,OR,2004-01-01,other,2010-04-09,200000
garagegames,games_video,closed,USA,NV,1999-01-01,series-a,2007-09-01,50000000
presage-biosciences,biotech,operating,USA,WA,2008-11-01,venture,2013-03-13,8000000
spring-partners,enterprise,operating,USA,MA,2008-01-09,series-a,2008-06-01,4000000
conductor,search,operating,USA,NY,2007-01-01,series-c+,2012-10-31,20000000
mtm-laboratories,biotech,acquired,USA,AZ,1999-08-30,series-c+,2010-11-08,9741900
app-net,advertising,operating,USA,CA,2012-08-01,series-a,2013-08-15,2500000
digitalchocolate,games_video,operating,USA,CA,2003-01-01,series-c+,2011-02-22,12000000
alereon,semiconductor,operating,USA,TX,2003-04-01,venture,2008-11-05,40000000
beyond-commerce,advertising,ipo,USA,NV,,other,2009-12-11,500000
mxbiodevices,biotech,operating,USA,NC,,venture,2013-02-22,200000
boston-technologies,software,operating,USA,MA,2007-01-01,other,2011-06-22,2500000
social-gaming-network,games_video,acquired,USA,CA,2011-01-01,series-a,2008-05-13,15000000
shiphawk,software,operating,USA,CA,2012-04-01,angel,2013-03-31,500000
genomequest,software,operating,USA,MA,2001-01-01,series-b,2007-09-24,4000000
aratana-therapeutics,biotech,ipo,USA,KS,,series-b,2011-12-07,15000000
homeaway,travel,ipo,USA,TX,2005-02-01,venture,2010-10-01,34315000
popularmedia,advertising,acquired,USA,CA,2003-01-01,series-b,2007-02-01,4250000
truist,enterprise,acquired,USA,DC,2008-01-01,venture,2008-10-30,900000
anystream,software,acquired,USA,VA,2000-01-01,series-c+,2007-02-07,7000000
antenna-software,software,operating,USA,NJ,1998-01-01,other,2013-09-26,2562413
pwrf,semiconductor,operating,USA,TX,,series-b,2005-10-14,8000000
localmind,web,acquired,USA,CA,2010-12-12,angel,2011-07-13,600000
htg-molecular-diagnostics,biotech,operating,USA,AZ,1997-01-01,series-c+,2011-06-13,500000
mofuse,mobile,operating,USA,RI,2007-09-01,venture,2011-01-06,1200000
quillt,mobile,operating,USA,CA,2011-04-01,angel,2012-01-01,505000
heliae,biotech,operating,USA,AZ,2008-01-01,venture,2012-05-02,15000000
national-institutes-of-health-nih,other,operating,USA,MD,,other,2013-09-18,33200000
sourcetrace-systems,finance,operating,USA,VA,,venture,2010-05-05,509167
circle-biologics,biotech,operating,USA,MN,,angel,2012-08-09,100000
everymove,health,operating,USA,WA,2009-03-01,venture,2011-12-30,3074554
asoka,hardware,operating,USA,CA,2001-01-01,venture,2007-10-04,7000000
skyrockit,mobile,closed,USA,CA,2001-01-01,venture,2011-07-12,2600000
filmloop,web,closed,USA,CA,,series-a,2005-02-01,5600000
energysavvy-com,software,operating,USA,WA,2008-11-17,series-b,2012-08-02,3250000
blekko,search,operating,USA,CA,2007-06-01,series-b,2008-05-01,3000000
searchme,search,closed,USA,CA,2005-07-01,series-b,2006-01-01,3600000
mightynest,ecommerce,operating,USA,IL,2009-01-01,venture,2012-03-06,685000
carbon-design-systems,software,operating,USA,MA,2002-01-01,series-c+,2006-09-14,5000000
glasshouse-technologies,consulting,operating,USA,MA,2001-01-01,venture,2011-01-18,5000000
playsay,education,acquired,USA,CA,2008-04-04,angel,2011-01-24,750000
liquidia-technologies,nanotech,operating,USA,NC,2004-01-01,venture,2011-03-04,10000000
kiwi-crate,ecommerce,operating,USA,CA,,series-a,2011-10-11,2000000
applied-minerals,other,ipo,USA,NY,,post-ipo,2013-08-05,10500000
badgy,advertising,operating,USA,GA,2011-04-01,angel,2012-07-01,600000
power-fingerprinting,security,operating,USA,VA,,venture,2012-07-18,50000
loc-aid-3,enterprise,operating,USA,CA,2005-02-15,series-c+,2013-06-11,4050000
innerworkings,software,operating,USA,CA,2002-11-01,series-a,2005-04-18,8800000
promedior,biotech,operating,USA,MA,2006-01-01,series-a,2006-05-24,14000000
onerecovery,health,operating,USA,CA,2007-01-01,series-a,2010-07-28,7000000
highroads,software,operating,USA,MA,1999-01-01,angel,2013-02-26,262500
swaptree,web,closed,USA,MA,2010-01-01,series-b,2006-07-01,2000000
sixtheye,ecommerce,operating,USA,WA,2010-01-01,venture,2010-04-14,457200
nxthera,medical,operating,USA,MN,,series-c+,2013-08-14,18200000
qspex-technologies,medical,operating,USA,GA,,other,2012-03-09,1500000
isolation-sciences,biotech,operating,USA,NY,2005-01-01,angel,2010-08-01,25000
geodelic-systems,mobile,closed,USA,CA,2008-01-01,series-a,2008-12-01,3500000
my-best-friends-hair,ecommerce,operating,USA,IN,2010-07-18,angel,2012-02-15,365000
connectquest,mobile,operating,USA,CT,2009-12-15,angel,2012-12-01,500000
mach-3d,software,operating,USA,CA,2011-03-01,other,2013-03-01,45000
kineto-wireless,mobile,operating,USA,CA,2001-01-01,venture,2010-03-05,9000000
irx-therapeutics,biotech,operating,USA,NY,,other,2012-05-30,1500000
acquia,enterprise,operating,USA,MA,2007-12-01,series-c+,2011-07-20,15000000
skyrider,software,closed,USA,CA,2003-01-01,series-c+,2008-03-05,5000000
linkable-networks,advertising,operating,USA,MA,2011-01-01,series-a,2010-10-19,1500000
thought-equity-motion,enterprise,operating,USA,CO,2003-01-01,series-c+,2011-08-16,25000000
briggo,hospitality,operating,USA,TX,2011-01-01,other,2013-07-16,2150000
smash-haus-music-group,music,operating,USA,CA,,angel,2010-05-01,20000
prima-solutions,software,operating,USA,IL,2000-01-01,venture,2005-06-06,4200000
element-labs,web,operating,USA,CA,,series-b,2009-06-01,2000000
7-billion-people,software,operating,USA,TX,2006-01-01,other,2012-07-13,2368902
plaxo,web,acquired,USA,CA,2002-11-17,series-b,2003-07-01,8500000
axentis-software,software,operating,USA,OH,1999-01-01,venture,2006-01-30,9000000
casenet,software,operating,USA,MA,2002-01-01,other,2010-04-08,3500000
anulex,biotech,operating,USA,MN,,series-c+,2009-05-26,10200000
tinyco,games_video,operating,USA,CA,2009-01-01,series-a,2011-02-25,18000000
transcepta,software,operating,USA,CA,2005-01-01,series-a,2006-12-18,3000000
swapdrive,web,acquired,USA,DC,1998-01-01,series-a,2001-05-01,2000000
optimum-energy,cleantech,operating,USA,WA,2005-01-01,other,2012-03-01,1000000
purposeenergy,cleantech,operating,USA,MA,2007-01-01,venture,2009-10-15,414952
montaj,mobile,operating,USA,NY,2011-01-01,venture,2012-12-10,437500
spire-corporation,cleantech,acquired,USA,MA,1969-01-01,other,2010-01-14,2000000
sustainx,cleantech,operating,USA,NH,2007-01-01,venture,2009-08-12,4000000
smaato,advertising,operating,USA,CA,2005-08-18,series-b,2009-12-02,4500000
advanced-inquiry-systems-inc,semiconductor,operating,USA,OR,1999-01-01,series-b,2009-08-18,11000000
edimer-pharmaceuticals,biotech,operating,USA,MA,2009-01-01,series-b,2013-07-30,18000000
fastsoft,software,acquired,USA,CA,2006-01-01,series-a,2007-06-11,4000000
correctnet,analytics,operating,USA,NY,1997-01-01,series-a,2008-06-03,370000
powerit-solutions,cleantech,operating,USA,WA,1994-01-01,venture,2011-03-01,5000000
lumena-pharmaceuticals,biotech,operating,USA,CA,2011-01-01,other,2012-05-24,2550150
savings-com,web,operating,USA,CA,2007-01-01,series-a,2007-03-01,1200000
cocc,finance,operating,USA,CT,,private-equity,2012-06-01,1595000
picmonic,biotech,operating,USA,AZ,2011-07-29,angel,2012-04-24,635000
servicemax,enterprise,operating,USA,CA,2007-01-01,series-c+,2012-11-07,27000000
cinsay,mobile,operating,USA,TX,2007-01-01,private-equity,2011-09-14,18488000
nuscriptrx,medical,operating,USA,TN,2007-01-01,series-c+,2012-08-27,5000000
islet-sciences,biotech,operating,USA,NY,,venture,2012-03-20,1403515
innotas,software,operating,USA,CA,2000-01-01,series-c+,2008-06-09,6000000
